n,m,q,seed,s_true_centered,s_true_mod_q,e_true,w_babai,residual,initial_residual_energy,s_hat_babai,babai_secret_success,delta_exact,exact_best_energy,w_exact,s_hat_exact,exact_secret_success,delta_classical,classical_best_energy,classical_num_steps,w_classical,s_hat_classical,classical_secret_success,delta_qite_primary,qite_primary_best_energy,w_qite_primary,s_hat_qite_primary,qite_primary_secret_success,delta_qite_candidate_best,qite_candidate_best_energy,qite_candidate_best_count,qite_candidate_best_prob,qite_candidate_best_lwe_prior_score,qite_candidate_best_secret_ternary_violation,qite_candidate_best_noise_ternary_violation,qite_candidate_best_secret_weight,qite_candidate_best_noise_weight,w_qite_candidate_best,s_hat_qite_candidate_best,qite_candidate_best_secret_success,qite_candidate_num_unique,qite_candidate_topk_used,qite_candidate_any_secret_success,qite_candidate_any_geometry_improved,qite_candidate_any_matches_exact_state,qite_candidate_any_matches_exact_energy,min_dist2_true_among_candidates,exact_improvable_energy,exact_improvable_state,babai_fail_but_oracle_fix,babai_fail_but_classical_fix,babai_fail_but_qite_primary_fix,babai_fail_but_qite_candidate_best_fix,babai_fail_but_qite_candidate_any_fix,classical_matches_exact_state,classical_matches_exact_energy,qite_primary_matches_exact_state,qite_primary_matches_exact_energy,qite_candidate_best_matches_exact_state,qite_candidate_best_matches_exact_energy,classical_geometry_improved,qite_primary_geometry_improved,qite_candidate_best_geometry_improved,w_true,dist2_true_babai_exp11,dist2_true_exact,dist2_true_classical,dist2_true_qite_primary,dist2_true_qite_candidate_best,elapsed_total_sec_exp11,elapsed_classical_sec,elapsed_qite_sec,elapsed_candidate_sec,qite_num_qubits,qite_num_params,decoded_top_states,qite_history_len,source_babai_secret_success,source_exact_secret_success,source_classical_greedy_secret_success,source_varqite_primary_secret_success,source_varqite_candidate_lwe_prior_success,source_varqite_candidate_any_success,source_babai_fail_but_qite_candidate_best_fix,source_babai_fail_but_qite_candidate_any_fix,regenerated_babai_secret_success,regenerated_greedy_secret_success,validation_babai_success_match,validation_greedy_success_match,validation_w_babai_match,validation_residual_match,delta_classical_candidate_best,classical_candidate_best_energy,classical_candidate_best_lwe_prior_score,classical_candidate_best_secret_ternary_violation,classical_candidate_best_noise_ternary_violation,classical_candidate_best_secret_weight,classical_candidate_best_noise_weight,w_classical_candidate_best,s_hat_classical_candidate_best,classical_candidate_best_secret_success,classical_candidate_generated_raw,classical_candidate_topk_used,classical_candidate_any_secret_success,classical_candidate_any_geometry_improved,classical_candidate_any_matches_exact_state,classical_candidate_any_matches_exact_energy,classical_min_dist2_true_among_candidates,classical_candidate_preview_states,babai_fail_but_classical_candidate_fix,qite_candidate_success_but_classical_candidate_fail,classical_candidate_success_but_qite_candidate_fail,qite_candidate_and_classical_candidate_both_success,qite_candidate_and_classical_candidate_both_fail,dist2_true_babai_classical_fair,dist2_true_classical_candidate_best,classical_candidate_best_geometry_improved,elapsed_total_sec_classical_fair,elapsed_greedy_sec,elapsed_classical_candidate_sec
3,4,17,58,"[0, -1, 0]","[0, 16, 0]","[1, 0, 0, 1]","[-3, 1, -3, 2]","[-1, 0, 0, 0]",1.0,"[11, 15, 8]",False,"[0, 0, 0, 0]",1.0,"[-3, 1, -3, 2]","[11, 15, 8]",False,"[0, 0, 0, 0]",1.0,0,"[-3, 1, -3, 2]","[11, 15, 8]",False,"[0, 0, 0, 0]",1.0,"[-3, 1, -3, 2]","[11, 15, 8]",False,"[1, -1, 0, 0]",2.0,17,0.034412955465587,31.810962824210385,0,0,1,2,"[-5, 1, -3, 1]","[0, 16, 0]",True,20,20,True,True,True,True,0,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,"[-5, 1, -3, 1]",5,5,5,5,0,0.035292250016937,2.0792009308934212e-05,0.0307298330008052,0.0035880409996025,8,8,"[('(0, 0, 0, 0)', 226), ('(0, 0, 0, -1)', 53), ('(0, -1, 0, 0)', 46), ('(0, 0, 1, 0)', 43), ('(1, 0, 0, 0)', 34), ('(1, -1, 0, 0)', 17), ('(0, -1, 0, -1)', 16), ('(0, 0, 1, -1)', 11), ('(1, 0, 1, 0)', 8), ('(1, 0, 0, -1)', 7)]",5,False,False,False,False,True,True,True,True,False,False,True,True,True,True,"[0, 0, 0, 0]",1.0,3021.05,3,0,3,1,"[-3, 1, -3, 2]","[11, 15, 8]",False,1,1,False,False,True,True,5,"[('(0, 0, 0, 0)', 1.0)]",False,True,False,False,False,5,5,False,0.0008321669884026051,1.6624981071799994e-05,0.0001395419822074473
3,4,17,59,"[-1, 0, 1]","[16, 0, 1]","[-1, 0, -1, 0]","[-1, 2, -4, 5]","[-1, 0, -1, 0]",2.0,"[16, 0, 1]",True,"[-1, -1, 0, 0]",2.0,"[-3, 3, -5, 5]","[0, 16, 1]",False,"[0, 0, 0, 0]",2.0,0,"[-1, 2, -4, 5]","[16, 0, 1]",True,"[0, 0, 0, 0]",2.0,"[-1, 2, -4, 5]","[16, 0, 1]",True,"[0, 0, 0, 0]",2.0,220,0.4426559356136821,11.560183729848225,0,0,2,2,"[-1, 2, -4, 5]","[16, 0, 1]",True,20,20,True,False,True,True,0,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,"[-1, 2, -4, 5]",0,6,0,0,0,0.0408675420039799,2.0624982425943017e-05,0.0380533339921385,0.0015589169925078,8,8,"[('(0, 0, 0, 0)', 220), ('(-1, 0, 0, 0)', 62), ('(0, 0, -1, 0)', 52), ('(0, 0, 0, -1)', 48), ('(0, -1, 0, 0)', 25), ('(-1, 0, 0, -1)', 15), ('(-1, -1, 0, 0)', 12), ('(-1, 0, -1, 0)', 11), ('(0, -1, 0, -1)', 8), ('(0, 0, -1, -1)', 8)]",5,True,False,True,True,True,True,False,False,True,True,True,True,True,True,"[0, 0, 0, 0]",2.0,12.1,0,0,2,2,"[-1, 2, -4, 5]","[16, 0, 1]",True,1,1,True,False,False,True,0,"[('(0, 0, 0, 0)', 2.0)]",False,False,False,True,False,0,0,False,0.000793374958448112,1.6665959265083075e-05,0.0001230830093845725
3,4,17,60,"[1, 1, 0]","[1, 1, 0]","[0, 0, -1, 0]","[7, -1, -2, -4]","[0, 0, -1, 0]",1.0,"[1, 1, 0]",True,"[0, 0, 0, 0]",1.0,"[7, -1, -2, -4]","[1, 1, 0]",True,"[0, 0, 0, 0]",1.0,0,"[7, -1, -2, -4]","[1, 1, 0]",True,"[0, 0, 0, 0]",1.0,"[7, -1, -2, -4]","[1, 1, 0]",True,"[0, 0, 0, 0]",1.0,260,0.5241935483870968,0.4935479592677306,0,0,2,1,"[7, -1, -2, -4]","[1, 1, 0]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[7, -1, -2, -4]",0,0,0,0,0,0.0280293749819975,2.154201501980424e-05,0.025555375003023,0.0014941669942345,8,8,"[('(0, 0, 0, 0)', 260), ('(0, 0, 0, 1)', 77), ('(0, 1, 0, 0)', 55), ('(1, 0, 0, 0)', 48), ('(0, 1, 0, 1)', 11), ('(1, 0, 0, 1)', 10), ('(-1, 0, 0, 0)', 9), ('(0, 0, 0, -1)', 3), ('(1, 1, 0, 0)', 3), ('(0, 0, 1, 0)', 3)]",5,True,True,True,True,True,True,False,False,True,True,True,True,True,True,"[0, 0, 0, 0]",1.0,1.05,0,0,2,1,"[7, -1, -2, -4]","[1, 1, 0]",True,1,1,True,False,True,True,0,"[('(0, 0, 0, 0)', 1.0)]",False,False,False,True,False,0,0,False,0.001177166006527841,2.2249994799494743e-05,0.00014608300989493728
3,4,17,61,"[0, 0, -1]","[0, 0, 16]","[0, -1, 0, -1]","[-3, -4, 4, 6]","[-1, 0, 0, 0]",1.0,"[5, 5, 11]",False,"[0, 0, 0, 0]",1.0,"[-3, -4, 4, 6]","[5, 5, 11]",False,"[0, 0, 0, 0]",1.0,0,"[-3, -4, 4, 6]","[5, 5, 11]",False,"[0, 0, 0, 0]",1.0,"[-3, -4, 4, 6]","[5, 5, 11]",False,"[1, -1, 0, 0]",2.0,2,0.0040160642570281,31.99013877113319,0,0,1,2,"[-4, -3, 4, 7]","[0, 0, 16]",True,19,19,True,True,True,True,0,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,"[-4, -3, 4, 7]",3,3,3,3,0,0.0380812919756863,1.837499439716339e-05,0.0336733339936472,0.0034763330186251,8,8,"[('(0, 0, 0, 0)', 269), ('(0, 0, -1, 0)', 78), ('(0, 0, 0, -1)', 46), ('(0, -1, 0, 0)', 38), ('(0, 0, -1, -1)', 14), ('(0, -1, -1, 0)', 10), ('(0, -1, 0, -1)', 8), ('(0, 0, 0, 1)', 7), ('(1, 0, 0, 0)', 6), ('(-1, 0, 0, 0)', 6)]",5,False,False,False,False,True,True,True,True,False,False,True,True,True,True,"[0, 0, 0, 0]",1.0,3021.05,3,0,3,1,"[-3, -4, 4, 6]","[5, 5, 11]",False,1,1,False,False,True,True,3,"[('(0, 0, 0, 0)', 1.0)]",False,True,False,False,False,3,3,False,0.0014726660447195172,2.3083004634827375e-05,0.00026649999199435115
3,4,17,62,"[0, 1, 1]","[0, 1, 1]","[0, 0, -1, 0]","[2, -8, 5, 7]","[0, 0, -1, 0]",1.0,"[0, 1, 1]",True,"[0, 0, 0, 0]",1.0,"[2, -8, 5, 7]","[0, 1, 1]",True,"[0, 0, 0, 0]",1.0,0,"[2, -8, 5, 7]","[0, 1, 1]",True,"[0, 0, 0, 0]",1.0,"[2, -8, 5, 7]","[0, 1, 1]",True,"[0, 0, 0, 0]",1.0,324,0.6519114688128773,0.4716174817670263,0,0,2,1,"[2, -8, 5, 7]","[0, 1, 1]",True,18,18,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[2, -8, 5, 7]",0,0,0,0,0,0.0220340829982887,1.9625003915280104e-05,0.0198438749939668,0.0013802500034216,8,8,"[('(0, 0, 0, 0)', 324), ('(0, 0, 0, -1)', 91), ('(0, 0, -1, 0)', 20), ('(0, -1, 0, 0)', 11), ('(0, 1, 0, 0)', 8), ('(1, 0, 0, 0)', 8), ('(0, 0, 0, 1)', 6), ('(0, 0, 1, 0)', 6), ('(0, 0, -1, -1)', 6), ('(-1, 0, 0, 0)', 5)]",5,True,True,True,True,True,True,False,False,True,True,True,True,True,True,"[0, 0, 0, 0]",1.0,1.05,0,0,2,1,"[2, -8, 5, 7]","[0, 1, 1]",True,1,1,True,False,True,True,0,"[('(0, 0, 0, 0)', 1.0)]",False,False,False,True,False,0,0,False,0.001183540967758745,5.8792007621377707e-05,0.00027237494941800833
3,4,17,63,"[1, 0, 0]","[1, 0, 0]","[0, 0, 0, 0]","[7, -1, -8, 3]","[0, 0, 0, 0]",0.0,"[1, 0, 0]",True,"[0, 0, 0, 0]",0.0,"[7, -1, -8, 3]","[1, 0, 0]",True,"[0, 0, 0, 0]",0.0,0,"[7, -1, -8, 3]","[1, 0, 0]",True,"[0, 0, 0, 0]",0.0,"[7, -1, -8, 3]","[1, 0, 0]",True,"[0, 0, 0, 0]",0.0,441,0.882,29.39086901179223,0,0,1,0,"[7, -1, -8, 3]","[1, 0, 0]",True,12,12,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[7, -1, -8, 3]",0,0,0,0,0,0.0259281250182539,3.937500878237188e-05,0.0230582910007797,0.0010003749921452,8,8,"[('(0, 0, 0, 0)', 441), ('(0, 0, 0, -1)', 10), ('(-1, 0, 0, 0)', 9), ('(0, 0, 1, 0)', 8), ('(0, 1, 0, 0)', 7), ('(0, -1, 0, 0)', 7), ('(1, 0, 0, 0)', 6), ('(0, 0, 0, 1)', 5), ('(0, 0, -1, 0)', 4), ('(-1, -1, 1, 0)', 1)]",5,True,True,True,True,True,True,False,False,True,True,True,True,True,True,"[0, 0, 0, 0]",0.0,30.0,0,0,1,0,"[7, -1, -8, 3]","[1, 0, 0]",True,1,1,True,False,True,True,0,"[('(0, 0, 0, 0)', 0.0)]",False,False,False,True,False,0,0,False,0.0013458330067805946,2.3124972358345985e-05,0.00014470802852883935
3,4,17,64,"[1, 0, -1]","[1, 0, 16]","[-1, 0, 0, 0]","[-6, 7, 8, -4]","[-1, 0, 0, 0]",1.0,"[1, 0, 16]",True,"[0, 0, 0, 0]",1.0,"[-6, 7, 8, -4]","[1, 0, 16]",True,"[0, 0, 0, 0]",1.0,0,"[-6, 7, 8, -4]","[1, 0, 16]",True,"[0, 0, 0, 0]",1.0,"[-6, 7, 8, -4]","[1, 0, 16]",True,"[0, 0, 0, 0]",1.0,263,0.530241935483871,0.4924050896853684,0,0,2,1,"[-6, 7, 8, -4]","[1, 0, 16]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-6, 7, 8, -4]",0,0,0,0,0,0.0316871250106487,1.754198456183076e-05,0.029111166979419,0.0016057080065365,8,8,"[('(0, 0, 0, 0)', 263), ('(0, 0, 0, -1)', 57), ('(0, -1, 0, 0)', 51), ('(0, 0, -1, 0)', 48), ('(0, 0, -1, -1)', 15), ('(1, 0, 0, 0)', 8), ('(0, -1, 0, -1)', 7), ('(0, -1, -1, 0)', 7), ('(0, 0, 1, 0)', 6), ('(0, 0, 0, 1)', 6)]",5,True,True,True,True,True,True,False,False,True,True,True,True,True,True,"[0, 0, 0, 0]",1.0,1.05,0,0,2,1,"[-6, 7, 8, -4]","[1, 0, 16]",True,1,1,True,False,True,True,0,"[('(0, 0, 0, 0)', 1.0)]",False,False,False,True,False,0,0,False,0.0009275419870391488,1.8082966562360525e-05,0.00011512497439980507
3,4,17,65,"[0, -1, -1]","[0, 16, 16]","[-1, 0, -1, 1]","[5, 5, -2, 2]","[1, 1, 0, 0]",2.0,"[12, 14, 10]",False,"[0, 0, 0, 0]",2.0,"[5, 5, -2, 2]","[12, 14, 10]",False,"[0, 0, 0, 0]",2.0,0,"[5, 5, -2, 2]","[12, 14, 10]",False,"[0, 0, 0, 0]",2.0,"[5, 5, -2, 2]","[12, 14, 10]",False,"[0, -1, 0, -1]",3.0,7,0.0141129032258064,22.942055845832016,0,0,2,3,"[7, 6, -1, 1]","[0, 16, 16]",True,20,20,True,True,True,True,0,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,"[7, 6, -1, 1]",7,7,7,7,0,0.0309146250074263,2.19999928958714e-05,0.0282831669901497,0.0016051669954322,8,8,"[('(0, 0, 0, 0)', 226), ('(0, 0, 0, -1)', 68), ('(0, 0, 1, 0)', 67), ('(0, -1, 0, 0)', 54), ('(0, 0, 1, -1)', 23), ('(0, -1, 1, 0)', 13), ('(0, -1, 0, -1)', 7), ('(0, -1, 1, -1)', 6), ('(1, 0, 0, 0)', 6), ('(0, 0, -1, 0)', 4)]",5,False,False,False,False,True,True,True,True,False,False,True,True,True,True,"[0, 0, 0, 0]",2.0,3032.1,3,0,3,2,"[5, 5, -2, 2]","[12, 14, 10]",False,1,1,False,False,True,True,7,"[('(0, 0, 0, 0)', 2.0)]",False,True,False,False,False,7,7,False,0.0011501670232973993,1.933303428813815e-05,0.0001075419713743031
3,4,17,66,"[-1, 0, 0]","[16, 0, 0]","[1, 0, 0, 0]","[1, 6, 5, -8]","[1, 0, 0, 0]",1.0,"[16, 0, 0]",True,"[0, 0, 0, 0]",1.0,"[1, 6, 5, -8]","[16, 0, 0]",True,"[0, 0, 0, 0]",1.0,0,"[1, 6, 5, -8]","[16, 0, 0]",True,"[0, 0, 0, 0]",1.0,"[1, 6, 5, -8]","[16, 0, 0]",True,"[0, 0, 0, 0]",1.0,237,0.4787878787878787,20.502772932632855,0,0,1,1,"[1, 6, 5, -8]","[16, 0, 0]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[1, 6, 5, -8]",0,0,0,0,0,0.0499701250228099,2.1167012164369226e-05,0.0453684589883778,0.0035518749791663,8,8,"[('(0, 0, 0, 0)', 237), ('(0, 0, -1, 0)', 61), ('(0, 0, 0, 1)', 45), ('(0, 1, 0, 0)', 38), ('(1, 0, 0, 0)', 38), ('(0, 1, -1, 0)', 12), ('(0, 0, -1, 1)', 10), ('(0, 1, 0, 1)', 8), ('(1, 0, 0, 1)', 5), ('(1, 0, -1, 0)', 5)]",5,True,True,True,True,True,True,False,False,True,True,True,True,True,True,"[0, 0, 0, 0]",1.0,21.05,0,0,1,1,"[1, 6, 5, -8]","[16, 0, 0]",True,1,1,True,False,True,True,0,"[('(0, 0, 0, 0)', 1.0)]",False,False,False,True,False,0,0,False,0.0008549589547328651,1.733400858938694e-05,0.00010704196756705642
3,4,17,67,"[0, 0, -1]","[0, 0, 16]","[1, 0, -1, 0]","[-9, -8, 4, -8]","[1, 0, 0, 1]",2.0,"[10, 16, 8]",False,"[0, 0, 0, 0]",2.0,"[-9, -8, 4, -8]","[10, 16, 8]",False,"[0, 0, 0, 0]",2.0,0,"[-9, -8, 4, -8]","[10, 16, 8]",False,"[0, 0, 0, 0]",2.0,"[-9, -8, 4, -8]","[10, 16, 8]",False,"[1, 0, 0, 0]",2.0,53,0.107070707070707,31.701101595343573,0,0,1,2,"[-9, -8, 5, -7]","[0, 0, 16]",True,20,20,True,True,True,True,0,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,"[-9, -8, 5, -7]",2,2,2,2,0,0.0367823330161627,2.1332991309463974e-05,0.0340013750246726,0.0016035000153351,8,8,"[('(0, 0, 0, 0)', 212), ('(0, -1, 0, 0)', 58), ('(0, 0, 0, 1)', 54), ('(1, 0, 0, 0)', 53), ('(0, 0, 1, 0)', 31), ('(1, -1, 0, 0)', 13), ('(0, -1, 0, 1)', 12), ('(0, 0, 1, 1)', 9), ('(1, 0, 0, 1)', 9), ('(1, 0, 1, 0)', 9)]",5,False,False,False,False,True,True,True,True,False,False,True,True,True,True,"[0, 0, 0, 0]",2.0,2032.1,2,0,3,2,"[-9, -8, 4, -8]","[10, 16, 8]",False,1,1,False,False,True,True,2,"[('(0, 0, 0, 0)', 2.0)]",False,True,False,False,False,2,2,False,0.0017102090059779584,2.150004729628563e-05,0.0001323750475421548
3,4,17,68,"[-1, 0, 0]","[16, 0, 0]","[0, 0, 0, 1]","[-8, 3, 2, 1]","[0, 0, 0, 1]",1.0,"[16, 0, 0]",True,"[0, 0, 0, 0]",1.0,"[-8, 3, 2, 1]","[16, 0, 0]",True,"[0, 0, 0, 0]",1.0,0,"[-8, 3, 2, 1]","[16, 0, 0]",True,"[0, 0, 0, 0]",1.0,"[-8, 3, 2, 1]","[16, 0, 0]",True,"[0, 0, 0, 0]",1.0,332,0.6680080482897385,20.469185751001955,0,0,1,1,"[-8, 3, 2, 1]","[16, 0, 0]",True,19,19,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-8, 3, 2, 1]",0,0,0,0,0,0.0333964170131366,2.112501533702016e-05,0.0304785419721156,0.0019184160046279,8,8,"[('(0, 0, 0, 0)', 332), ('(0, 0, 0, -1)', 63), ('(0, 1, 0, 0)', 46), ('(0, 1, 0, -1)', 17), ('(0, 0, 1, 0)', 8), ('(-1, 0, 0, 0)', 5), ('(0, 0, -1, 0)', 4), ('(0, 0, -1, -1)', 3), ('(1, 1, 0, 0)', 3), ('(1, 0, 0, 0)', 3)]",5,True,True,True,True,True,True,False,False,True,True,True,True,True,True,"[0, 0, 0, 0]",1.0,21.05,0,0,1,1,"[-8, 3, 2, 1]","[16, 0, 0]",True,1,1,True,False,True,True,0,"[('(0, 0, 0, 0)', 1.0)]",False,False,False,True,False,0,0,False,0.0018143749912269413,2.1458021365106106e-05,0.00012883299496024847
3,4,17,69,"[0, 0, -1]","[0, 0, 16]","[0, 0, 0, 1]","[6, 3, 2, 4]","[0, 0, 0, 1]",1.0,"[0, 0, 16]",True,"[0, 0, 0, 0]",1.0,"[6, 3, 2, 4]","[0, 0, 16]",True,"[0, 0, 0, 0]",1.0,0,"[6, 3, 2, 4]","[0, 0, 16]",True,"[0, 0, 0, 0]",1.0,"[6, 3, 2, 4]","[0, 0, 16]",True,"[0, 0, 0, 0]",1.0,290,0.5835010060362174,20.48266767328285,0,0,1,1,"[6, 3, 2, 4]","[0, 0, 16]",True,18,18,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[6, 3, 2, 4]",0,0,0,0,0,0.0326325419882778,2.479198155924678e-05,0.0291784590226598,0.0019174579938407,8,8,"[('(0, 0, 0, 0)', 290), ('(1, 0, 0, 0)', 76), ('(0, 0, 0, 1)', 71), ('(1, 0, 0, 1)', 20), ('(1, 1, 0, 0)', 6), ('(0, 0, 1, 0)', 6), ('(0, 0, 0, -1)', 5), ('(0, -1, 0, 0)', 5), ('(0, 0, -1, 0)', 4), ('(0, 1, 0, 0)', 3)]",5,True,True,True,True,True,True,False,False,True,True,True,True,True,True,"[0, 0, 0, 0]",1.0,21.05,0,0,1,1,"[6, 3, 2, 4]","[0, 0, 16]",True,1,1,True,False,True,True,0,"[('(0, 0, 0, 0)', 1.0)]",False,False,False,True,False,0,0,False,0.0014640840236097574,4.2000028770416975e-05,0.0003095830325037241
3,4,17,70,"[-1, -1, 1]","[16, 16, 1]","[0, -1, 0, 0]","[6, 5, -2, 2]","[0, -1, 0, 0]",1.0,"[16, 16, 1]",True,"[-1, 0, 0, 0]",1.0,"[6, 4, -3, 2]","[9, 3, 0]",False,"[0, 0, 0, 0]",1.0,0,"[6, 5, -2, 2]","[16, 16, 1]",True,"[0, 0, 0, 0]",1.0,"[6, 5, -2, 2]","[16, 16, 1]",True,"[0, 0, 0, 0]",1.0,181,0.3686354378818737,20.52959933129232,0,0,3,1,"[6, 5, -2, 2]","[16, 16, 1]",True,20,20,True,False,True,True,0,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,"[6, 5, -2, 2]",0,2,0,0,0,0.0378932080056984,2.2332998923957348e-05,0.0348975420056376,0.0017880410014186,8,8,"[('(0, 0, 0, 0)', 181), ('(0, 0, -1, 0)', 54), ('(0, -1, 0, 0)', 54), ('(0, 0, 0, 1)', 47), ('(-1, 0, 0, 0)', 47), ('(-1, 0, -1, 0)', 17), ('(0, -1, 0, 1)', 16), ('(0, 0, -1, 1)', 13), ('(-1, 0, 0, 1)', 13), ('(-1, -1, 0, 0)', 10)]",5,True,False,True,True,True,True,False,False,True,True,True,True,True,True,"[0, 0, 0, 0]",1.0,21.05,0,0,3,1,"[6, 5, -2, 2]","[16, 16, 1]",True,1,1,True,False,False,True,0,"[('(0, 0, 0, 0)', 1.0)]",False,False,False,True,False,0,0,False,0.0008293329738080502,1.7416023183614016e-05,0.00011941598495468497
3,4,17,71,"[0, -1, 0]","[0, 16, 0]","[-1, 0, 0, 0]","[-5, -9, 7, 0]","[0, 1, 0, 0]",1.0,"[0, 12, 4]",False,"[0, 0, 0, 0]",1.0,"[-5, -9, 7, 0]","[0, 12, 4]",False,"[0, 0, 0, 0]",1.0,0,"[-5, -9, 7, 0]","[0, 12, 4]",False,"[0, 0, 0, 0]",1.0,"[-5, -9, 7, 0]","[0, 12, 4]",False,"[1, 0, 0, 0]",1.0,41,0.0833333333333333,20.676233038171663,0,0,1,1,"[-4, -8, 7, 0]","[0, 16, 0]",True,20,20,True,True,True,True,0,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,"[-4, -8, 7, 0]",2,2,2,2,0,0.0376597499998752,2.245799987576902e-05,0.0334790420019999,0.0023248749785125,8,8,"[('(0, 0, 0, 0)', 239), ('(0, -1, 0, 0)', 57), ('(0, 0, -1, 0)', 43), ('(1, 0, 0, 0)', 41), ('(0, 0, 0, -1)', 33), ('(1, -1, 0, 0)', 13), ('(0, -1, -1, 0)', 11), ('(1, 0, -1, 0)', 9), ('(0, -1, 0, -1)', 8), ('(0, 0, -1, -1)', 5)]",5,False,False,False,False,True,True,True,True,False,False,True,True,True,True,"[0, 0, 0, 0]",1.0,2001.05,2,0,2,1,"[-5, -9, 7, 0]","[0, 12, 4]",False,1,1,False,False,True,True,2,"[('(0, 0, 0, 0)', 1.0)]",False,True,False,False,False,2,2,False,0.0017912909970618784,2.8125010430812836e-05,0.00027787499129772186
3,4,17,72,"[0, -1, 0]","[0, 16, 0]","[1, 1, 0, 0]","[3, -5, -2, 7]","[1, 0, 1, 0]",2.0,"[6, 8, 5]",False,"[0, -1, 0, 0]",2.0,"[5, -5, -1, 6]","[13, 15, 8]",False,"[0, 0, 0, 0]",2.0,0,"[3, -5, -2, 7]","[6, 8, 5]",False,"[0, 0, 0, 0]",2.0,"[3, -5, -2, 7]","[6, 8, 5]",False,"[1, 0, 0, 0]",2.0,37,0.07429718875502,31.73624138402736,0,0,1,2,"[3, -6, -1, 7]","[0, 16, 0]",True,20,20,True,True,True,True,0,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,"[3, -6, -1, 7]",2,6,2,2,0,0.0357657499844208,2.062501152977347e-05,0.0325893750123214,0.001874499983387,8,8,"[('(0, 0, 0, 0)', 294), ('(0, -1, 0, 0)', 75), ('(1, 0, 0, 0)', 37), ('(0, 0, 0, -1)', 36), ('(1, -1, 0, 0)', 15), ('(0, -1, 0, -1)', 7), ('(0, 0, 0, 1)', 7), ('(0, -1, 0, 1)', 4), ('(-1, 0, 0, 0)', 4), ('(0, 0, -1, 0)', 3)]",5,False,False,False,False,True,True,True,True,False,False,True,True,True,True,"[0, 0, 0, 0]",2.0,3032.1,3,0,3,2,"[3, -5, -2, 7]","[6, 8, 5]",False,1,1,False,False,False,True,2,"[('(0, 0, 0, 0)', 2.0)]",False,True,False,False,False,2,2,False,0.0008377499761991203,1.6624981071799994e-05,0.00010241701966151595
3,4,17,73,"[1, -1, 1]","[1, 16, 1]","[0, -1, -1, 0]","[1, 9, -6, -5]","[0, -1, -1, 0]",2.0,"[1, 16, 1]",True,"[0, -1, 0, 0]",2.0,"[2, 7, -7, -5]","[10, 2, 2]",False,"[0, 0, 0, 0]",2.0,0,"[1, 9, -6, -5]","[1, 16, 1]",True,"[0, 0, 0, 0]",2.0,"[1, 9, -6, -5]","[1, 16, 1]",True,"[0, 0, 0, 0]",2.0,255,0.5110220440881763,31.545482255552045,0,0,3,2,"[1, 9, -6, -5]","[1, 16, 1]",True,20,20,True,False,True,True,0,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,"[1, 9, -6, -5]",0,6,0,0,0,0.0371712080086581,2.6833004085347056e-05,0.033663416019408,0.0017369169800076,8,8,"[('(0, 0, 0, 0)', 255), ('(0, -1, 0, 0)', 84), ('(0, 0, 1, 0)', 62), ('(1, 0, 0, 0)', 38), ('(0, -1, 1, 0)', 18), ('(1, 0, 1, 0)', 7), ('(1, -1, 0, 0)', 6), ('(0, -1, 0, 1)', 4), ('(0, 0, 0, -1)', 4), ('(0, 0, 0, 1)', 4)]",5,True,False,True,True,True,True,False,False,True,True,True,True,True,True,"[0, 0, 0, 0]",2.0,32.1,0,0,3,2,"[1, 9, -6, -5]","[1, 16, 1]",True,1,1,True,False,False,True,0,"[('(0, 0, 0, 0)', 2.0)]",False,False,False,True,False,0,0,False,0.002480541996192187,4.858302418142557e-05,0.0003381670103408396
