omega,tau,n,m,c_ratio,q,num_seeds,babai_secret_success_rate,avg_time_sec
0.5,0.25,11,11,1.0,17,200,0.025,0.002946091890335083
0.5,0.25,11,14,1.25,17,200,0.35,0.03670250415802002
0.5,0.25,11,17,1.5,17,200,0.755,0.10594684958457946
0.5,0.25,11,20,1.75,17,200,0.9,0.21516856908798218
0.5,0.25,11,22,2.0,17,200,0.87,0.30582386136054995
0.5,0.25,11,25,2.25,17,200,0.905,0.4558950388431549
0.5,0.25,11,28,2.5,17,200,0.935,0.6233954930305481
0.5,0.25,11,31,2.75,17,200,0.95,0.7743026185035705
0.5,0.25,11,33,3.0,17,200,0.94,0.8959688377380371
0.5,0.25,12,12,1.0,17,200,0.055,0.003815547227859497
0.5,0.25,12,15,1.25,17,200,0.23,0.04598696231842041
0.5,0.25,12,18,1.5,17,200,0.605,0.13140158653259276
0.5,0.25,12,21,1.75,17,200,0.79,0.25812715649604795
0.5,0.25,12,24,2.0,17,200,0.855,0.42532795190811157
0.5,0.25,12,27,2.25,17,200,0.885,0.5991505742073059
0.5,0.25,12,30,2.5,17,200,0.86,0.776236572265625
0.5,0.25,12,33,2.75,17,200,0.86,0.9472521388530731
0.5,0.25,12,36,3.0,17,200,0.87,1.1283067405223846
0.5,0.25,13,13,1.0,17,200,0.035,0.005091004371643067
0.5,0.25,13,17,1.25,17,200,0.305,0.08377145528793335
0.5,0.25,13,20,1.5,17,200,0.625,0.19920840620994568
0.5,0.25,13,23,1.75,17,200,0.705,0.3599985325336456
0.5,0.25,13,26,2.0,17,200,0.765,0.5481055271625519
0.5,0.25,13,30,2.25,17,200,0.81,0.8373576474189758
0.5,0.25,13,33,2.5,17,200,0.755,1.0160784006118775
0.5,0.25,13,36,2.75,17,200,0.84,1.21204620718956
0.5,0.25,13,39,3.0,17,200,0.8,1.45282399892807
0.5,0.25,14,14,1.0,17,200,0.015,0.007594754695892334
0.5,0.25,14,18,1.25,17,200,0.21,0.11005398035049438
0.5,0.25,14,21,1.5,17,200,0.46,0.2467273473739624
0.5,0.25,14,25,1.75,17,200,0.68,0.5023415660858155
0.5,0.25,14,28,2.0,17,200,0.72,0.7512034547328948
0.5,0.25,14,32,2.25,17,200,0.73,1.040283728837967
0.5,0.25,14,35,2.5,17,200,0.725,1.272209770679474
0.5,0.25,14,39,2.75,17,200,0.72,1.6021400022506713
0.5,0.25,14,42,3.0,17,200,0.695,1.8094196403026581
0.5,0.25,15,15,1.0,17,200,0.005,0.013145978450775147
0.5,0.25,15,19,1.25,17,200,0.185,4.485878158807754
0.5,0.25,15,23,1.5,17,200,0.41,1.0442784249782562
0.5,0.25,15,27,1.75,17,200,0.51,12.488738392591477
0.5,0.25,15,30,2.0,17,200,0.565,24.46327271938324
0.5,0.25,15,34,2.25,17,200,0.64,6.968936133384704
0.5,0.25,15,38,2.5,17,200,0.645,1.7751464855670929
0.5,0.25,15,42,2.75,17,200,0.66,2.1170407593250276
0.5,0.25,15,45,3.0,17,200,0.61,21.758728792667387
0.5,0.25,16,16,1.0,17,200,0.01,0.03144620776176452
0.5,0.25,16,20,1.25,17,200,0.14,0.32820130705833434
0.5,0.25,16,24,1.5,17,200,0.39,11.090126564502716
0.5,0.25,16,28,1.75,17,200,0.475,11.295601196289063
0.5,0.25,16,32,2.0,17,200,0.505,26.272098777294158
0.5,0.25,16,36,2.25,17,200,0.53,19.58658605694771
0.5,0.25,16,40,2.5,17,200,0.54,8.050696328878402
0.5,0.25,16,44,2.75,17,200,0.51,51.10108128786087
0.5,0.25,16,48,3.0,17,200,0.48,3.8174279129505155
