omega,tau,n,m,c_ratio,q,seed,s_true_centered,s_true_mod_q,e_true,w_babai,s_hat_babai,babai_secret_success,elapsed_sec
0.5,0.25,3,4,1.2,17,155,"[1, -1, 0]","[1, 16, 0]","[0, 0, 0, 0]","[-4, 4, -5, -6]","[1, 16, 0]",True,0.0007276535034179688
0.5,0.25,3,4,1.2,17,156,"[0, -1, 1]","[0, 16, 1]","[0, -1, 1, 0]","[-1, 6, 7, 5]","[0, 16, 1]",True,0.0005707740783691406
0.5,0.25,3,4,1.2,17,157,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, -1]","[3, 8, -3, 7]","[1, 0, 16]",True,0.0005729198455810547
0.5,0.25,3,4,1.2,17,158,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, -1]","[-8, -7, 5, 8]","[15, 7, 13]",False,0.0005161762237548828
0.5,0.25,3,4,1.2,17,159,"[1, 0, -1]","[1, 0, 16]","[0, 0, -1, -1]","[7, 3, -3, -7]","[1, 0, 16]",True,0.0005688667297363281
0.5,0.25,3,4,1.2,17,160,"[1, -1, 0]","[1, 16, 0]","[0, 0, 0, 0]","[-8, 8, 7, 0]","[1, 16, 0]",True,0.0005900859832763672
0.5,0.25,3,4,1.2,17,161,"[1, 0, -1]","[1, 0, 16]","[0, 0, 1, 0]","[6, 8, 1, 6]","[14, 7, 9]",False,0.0005588531494140625
0.5,0.25,3,4,1.2,17,162,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, 0]","[-8, 1, 0, -5]","[16, 1, 0]",True,0.000637054443359375
0.5,0.25,3,4,1.2,17,163,"[1, -1, 0]","[1, 16, 0]","[0, 1, 0, 1]","[-6, -2, -6, -1]","[2, 5, 0]",False,0.0004611015319824219
0.5,0.25,3,4,1.2,17,164,"[0, -1, 1]","[0, 16, 1]","[-1, -1, 0, 0]","[1, 3, -3, 1]","[11, 7, 7]",False,0.0006172657012939453
0.5,0.25,3,4,1.2,17,165,"[-1, 0, 1]","[16, 0, 1]","[1, 1, 0, 1]","[7, 5, -3, 7]","[13, 15, 14]",False,0.0005710124969482422
0.5,0.25,3,4,1.2,17,166,"[-1, 1, 0]","[16, 1, 0]","[0, 1, 0, 1]","[-3, 3, -3, -9]","[16, 1, 0]",True,0.0017020702362060547
0.5,0.25,3,4,1.2,17,167,"[0, -1, 1]","[0, 16, 1]","[1, 0, 0, 0]","[-2, -4, 3, 7]","[0, 16, 1]",True,0.0015108585357666016
0.5,0.25,3,4,1.2,17,168,"[-1, 1, 0]","[16, 1, 0]","[-1, 0, 0, 0]","[-2, 8, 8, 7]","[16, 1, 0]",True,0.000553131103515625
0.5,0.25,3,4,1.2,17,169,"[0, 1, -1]","[0, 1, 16]","[0, -1, 1, 0]","[-1, -6, 5, -1]","[10, 5, 9]",False,0.0005190372467041016
0.5,0.25,3,4,1.2,17,170,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, 1]","[0, 6, -6, -8]","[16, 1, 0]",True,0.0005199909210205078
0.5,0.25,3,4,1.2,17,171,"[0, 1, -1]","[0, 1, 16]","[1, 0, 0, 0]","[6, -1, -5, -4]","[0, 1, 16]",True,0.0006480216979980469
0.5,0.25,3,4,1.2,17,172,"[-1, 1, 0]","[16, 1, 0]","[0, 0, -1, 0]","[-3, 3, 4, -7]","[16, 1, 0]",True,0.0005099773406982422
0.5,0.25,3,4,1.2,17,173,"[1, 0, -1]","[1, 0, 16]","[1, 1, 1, 1]","[3, 5, 5, -3]","[8, 16, 8]",False,0.0005731582641601562
0.5,0.25,3,4,1.2,17,174,"[0, -1, 1]","[0, 16, 1]","[0, 0, -1, 1]","[2, -7, 7, -4]","[10, 12, 10]",False,0.0005910396575927734
0.5,0.25,3,4,1.2,17,175,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, 0]","[-5, 7, 2, -4]","[1, 0, 16]",True,0.0005879402160644531
0.5,0.25,3,4,1.2,17,176,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 0, 0]","[7, -4, 4, -7]","[16, 0, 1]",True,0.0006170272827148438
0.5,0.25,3,4,1.2,17,177,"[0, 1, -1]","[0, 1, 16]","[0, 0, -1, 0]","[2, -5, -1, -5]","[0, 1, 16]",True,0.0005440711975097656
0.5,0.25,3,4,1.2,17,178,"[0, -1, 1]","[0, 16, 1]","[-1, 0, 0, 1]","[7, -1, 8, -4]","[10, 8, 4]",False,0.0005631446838378906
0.5,0.25,3,4,1.2,17,179,"[-1, 1, 0]","[16, 1, 0]","[0, 1, 0, -1]","[-1, 1, -4, -5]","[16, 1, 0]",True,0.0005421638488769531
0.5,0.25,3,4,1.2,17,180,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 0, 0]","[5, -2, -8, 5]","[16, 0, 1]",True,0.0005929470062255859
0.5,0.25,3,4,1.2,17,181,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 0, 1]","[4, -3, 1, -6]","[16, 0, 1]",True,0.0006330013275146484
0.5,0.25,3,4,1.2,17,182,"[1, -1, 0]","[1, 16, 0]","[0, 1, -1, 0]","[-6, 5, 4, 9]","[8, 13, 11]",False,0.0006849765777587891
0.5,0.25,3,4,1.2,17,183,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 1, 0]","[-1, -4, -9, -1]","[16, 0, 1]",True,0.0005559921264648438
0.5,0.25,3,4,1.2,17,184,"[0, 1, -1]","[0, 1, 16]","[0, 0, 0, 0]","[-5, 8, 8, 5]","[0, 1, 16]",True,0.0006110668182373047
0.5,0.25,3,4,1.2,17,185,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, 0]","[-1, 6, 6, -6]","[16, 1, 0]",True,0.0005619525909423828
0.5,0.25,3,4,1.2,17,186,"[-1, 1, 0]","[16, 1, 0]","[0, 1, 0, 1]","[-8, -3, 0, 1]","[16, 1, 0]",True,0.0005440711975097656
0.5,0.25,3,4,1.2,17,187,"[0, 1, -1]","[0, 1, 16]","[0, -1, 0, 0]","[-5, -5, 4, -6]","[0, 1, 16]",True,0.0006611347198486328
0.5,0.25,3,4,1.2,17,188,"[0, -1, 1]","[0, 16, 1]","[0, 0, 0, 0]","[-3, -1, 1, -6]","[0, 16, 1]",True,0.0012731552124023438
0.5,0.25,3,4,1.2,17,189,"[1, -1, 0]","[1, 16, 0]","[0, 0, 1, 0]","[-2, -7, -3, 3]","[1, 16, 0]",True,0.0014078617095947266
0.5,0.25,3,4,1.2,17,190,"[-1, 1, 0]","[16, 1, 0]","[0, 1, 0, 1]","[4, 2, 6, -6]","[16, 1, 0]",True,0.0005660057067871094
0.5,0.25,3,4,1.2,17,191,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 0, 0]","[1, 5, -7, 1]","[16, 0, 1]",True,0.0005350112915039062
0.5,0.25,3,4,1.2,17,192,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 0, 0]","[3, 7, -1, -5]","[16, 0, 1]",True,0.0005331039428710938
0.5,0.25,3,4,1.2,17,193,"[0, 1, -1]","[0, 1, 16]","[0, 0, 1, 0]","[-6, -2, -6, 2]","[0, 1, 16]",True,0.0006339550018310547
0.5,0.25,3,4,1.2,17,194,"[-1, 1, 0]","[16, 1, 0]","[1, 0, 1, -1]","[1, 1, 6, -3]","[3, 6, 14]",False,0.0004940032958984375
0.5,0.25,3,4,1.2,17,195,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, -1]","[-4, 5, -1, -7]","[16, 1, 0]",True,0.0005860328674316406
0.5,0.25,3,4,1.2,17,196,"[1, -1, 0]","[1, 16, 0]","[-1, 1, 1, 0]","[7, 7, 5, 7]","[4, 8, 11]",False,0.0005660057067871094
0.5,0.25,3,4,1.2,17,197,"[-1, 0, 1]","[16, 0, 1]","[-1, 0, 0, -1]","[-2, 0, 1, -9]","[13, 13, 6]",False,0.0006887912750244141
0.5,0.25,3,4,1.2,17,198,"[1, -1, 0]","[1, 16, 0]","[0, 1, 0, 0]","[-7, 3, 8, 2]","[8, 15, 6]",False,0.0005550384521484375
0.5,0.25,3,4,1.2,17,199,"[1, 0, -1]","[1, 0, 16]","[0, 0, 1, 1]","[-9, -8, -6, -7]","[4, 8, 3]",False,0.0005621910095214844
0.5,0.25,3,5,1.35,17,0,"[0, 1, -1]","[0, 1, 16]","[0, -1, 0, -1, 0]","[2, 5, -2, -4, -6]","[0, 1, 16]",True,0.0015537738800048828
0.5,0.25,3,5,1.35,17,1,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, 0, 0]","[0, 1, 3, -8, -7]","[16, 1, 0]",True,0.0012669563293457031
0.5,0.25,3,5,1.35,17,2,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, 0, 0]","[7, 2, -6, 3, 4]","[16, 1, 0]",True,0.0015060901641845703
0.5,0.25,3,5,1.35,17,3,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, 0, 0]","[-7, 8, -3, -6, 6]","[1, 0, 16]",True,0.001219034194946289
0.5,0.25,3,5,1.35,17,4,"[-1, 0, 1]","[16, 0, 1]","[1, 0, 0, 0, 1]","[2, 8, 8, -5, 0]","[8, 8, 6]",False,0.0010559558868408203
0.5,0.25,3,5,1.35,17,5,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, 1, 1]","[-6, 5, -6, -6, 7]","[1, 0, 16]",True,0.0013499259948730469
0.5,0.25,3,5,1.35,17,6,"[-1, 0, 1]","[16, 0, 1]","[-1, 0, -1, 1, 0]","[0, 2, -5, -6, 5]","[13, 7, 2]",False,0.0012540817260742188
0.5,0.25,3,5,1.35,17,7,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, 0, 0]","[-6, -6, 6, -1, 2]","[16, 1, 0]",True,0.0011363029479980469
0.5,0.25,3,5,1.35,17,8,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, 0, 0]","[-8, -6, 0, 8, 3]","[1, 0, 16]",True,0.002117156982421875
0.5,0.25,3,5,1.35,17,9,"[-1, 1, 0]","[16, 1, 0]","[0, -1, -1, 0, 1]","[7, -3, 2, 3, -1]","[16, 1, 0]",True,0.0029611587524414062
0.5,0.25,3,5,1.35,17,10,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, 0, 0]","[3, -7, -6, -6, 5]","[16, 1, 0]",True,0.0013267993927001953
0.5,0.25,3,5,1.35,17,11,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, 0, 0]","[6, -2, 4, 4, 0]","[1, 0, 16]",True,0.0010628700256347656
0.5,0.25,3,5,1.35,17,12,"[-1, 0, 1]","[16, 0, 1]","[-1, 0, -1, 0, 0]","[6, 4, 6, -2, -5]","[16, 0, 1]",True,0.0008919239044189453
0.5,0.25,3,5,1.35,17,13,"[-1, 0, 1]","[16, 0, 1]","[0, 0, -1, 0, 0]","[-2, -1, 3, -2, 3]","[16, 0, 1]",True,0.001268148422241211
0.5,0.25,3,5,1.35,17,14,"[0, 1, -1]","[0, 1, 16]","[0, -1, 0, 0, 0]","[3, 7, -8, -6, -6]","[0, 1, 16]",True,0.0010671615600585938
0.5,0.25,3,5,1.35,17,15,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 0, 1, -1]","[-4, -8, 4, -7, 8]","[16, 0, 1]",True,0.0012972354888916016
0.5,0.25,3,5,1.35,17,16,"[0, -1, 1]","[0, 16, 1]","[0, 0, 0, 0, 1]","[5, 5, -5, -7, 4]","[0, 16, 1]",True,0.0014710426330566406
0.5,0.25,3,5,1.35,17,17,"[-1, 1, 0]","[16, 1, 0]","[0, 0, -1, 1, 0]","[2, 5, -6, 4, -8]","[16, 1, 0]",True,0.00133514404296875
0.5,0.25,3,5,1.35,17,18,"[0, 1, -1]","[0, 1, 16]","[0, 0, 1, 1, 1]","[3, -7, 2, 2, -2]","[0, 1, 16]",True,0.001232147216796875
0.5,0.25,3,5,1.35,17,19,"[0, -1, 1]","[0, 16, 1]","[1, 0, 0, 0, 0]","[-1, -2, 6, -5, -8]","[0, 16, 1]",True,0.0013911724090576172
0.5,0.25,3,5,1.35,17,20,"[0, -1, 1]","[0, 16, 1]","[0, 0, 0, -1, -1]","[0, 4, -4, -4, -7]","[0, 16, 1]",True,0.0015690326690673828
0.5,0.25,3,5,1.35,17,21,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 1, 0, 0]","[1, 2, 0, 6, -5]","[16, 0, 1]",True,0.0012240409851074219
0.5,0.25,3,5,1.35,17,22,"[1, -1, 0]","[1, 16, 0]","[0, -1, 0, 0, 0]","[7, 4, -7, 5, 8]","[1, 16, 0]",True,0.001051187515258789
0.5,0.25,3,5,1.35,17,23,"[-1, 0, 1]","[16, 0, 1]","[0, 0, -1, 0, 0]","[7, -8, 9, 3, -4]","[16, 0, 1]",True,0.0012331008911132812
0.5,0.25,3,5,1.35,17,24,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 1, -1, 0]","[6, 3, 4, 0, -4]","[16, 0, 1]",True,0.0012090206146240234
0.5,0.25,3,5,1.35,17,25,"[0, -1, 1]","[0, 16, 1]","[0, 1, 0, 0, 0]","[-5, 0, -4, -7, -7]","[0, 16, 1]",True,0.001462697982788086
0.5,0.25,3,5,1.35,17,26,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 1, 0, 0]","[-5, -2, 6, -4, -5]","[16, 0, 1]",True,0.0031211376190185547
0.5,0.25,3,5,1.35,17,27,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, 1, 0]","[-3, 3, 3, 2, -3]","[1, 0, 16]",True,0.002340078353881836
0.5,0.25,3,5,1.35,17,28,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, -1, 1]","[3, -1, 4, -3, -8]","[16, 1, 0]",True,0.0012669563293457031
0.5,0.25,3,5,1.35,17,29,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 1, 0, 0]","[2, -5, -7, -4, -1]","[16, 1, 0]",True,0.0009951591491699219
0.5,0.25,3,5,1.35,17,30,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 1, 0, 0]","[-6, -6, -6, 1, -4]","[16, 0, 1]",True,0.0011560916900634766
0.5,0.25,3,5,1.35,17,31,"[1, 0, -1]","[1, 0, 16]","[0, 1, 0, 0, 0]","[1, 7, -5, -6, 8]","[1, 0, 16]",True,0.0010271072387695312
0.5,0.25,3,5,1.35,17,32,"[0, -1, 1]","[0, 16, 1]","[0, 0, 0, 1, 0]","[-5, -1, 6, -7, -5]","[0, 16, 1]",True,0.0014438629150390625
0.5,0.25,3,5,1.35,17,33,"[0, 1, -1]","[0, 1, 16]","[0, -1, -1, 0, -1]","[1, -1, -5, -2, -2]","[0, 1, 16]",True,0.0009198188781738281
0.5,0.25,3,5,1.35,17,34,"[0, 1, -1]","[0, 1, 16]","[1, 0, 0, 0, 0]","[-2, -3, -7, 8, 8]","[0, 1, 16]",True,0.0014028549194335938
0.5,0.25,3,5,1.35,17,35,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 1, 0, -1]","[4, 8, -5, 7, 2]","[16, 1, 0]",True,0.0009326934814453125
0.5,0.25,3,5,1.35,17,36,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, 1, 0]","[-3, 1, 8, -4, -6]","[16, 1, 0]",True,0.0011708736419677734
0.5,0.25,3,5,1.35,17,37,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 0, 0, 0]","[8, 7, 6, 2, 4]","[16, 0, 1]",True,0.0013377666473388672
0.5,0.25,3,5,1.35,17,38,"[-1, 0, 1]","[16, 0, 1]","[0, -1, 0, 0, 0]","[1, 8, -7, 2, 2]","[16, 0, 1]",True,0.0010249614715576172
0.5,0.25,3,5,1.35,17,39,"[1, -1, 0]","[1, 16, 0]","[0, 0, 0, 0, 0]","[8, -4, 0, 3, -3]","[1, 16, 0]",True,0.001275777816772461
0.5,0.25,3,5,1.35,17,40,"[-1, 1, 0]","[16, 1, 0]","[-1, -1, 0, -1, -1]","[3, -4, 1, 7, -4]","[16, 1, 0]",True,0.0011219978332519531
0.5,0.25,3,5,1.35,17,41,"[1, -1, 0]","[1, 16, 0]","[0, 0, 0, 0, 0]","[-5, 1, 7, -5, 8]","[1, 16, 0]",True,0.0011529922485351562
0.5,0.25,3,5,1.35,17,42,"[0, 1, -1]","[0, 1, 16]","[0, 1, 0, 0, 0]","[2, -7, 8, -8, 0]","[0, 1, 16]",True,0.0008990764617919922
0.5,0.25,3,5,1.35,17,43,"[-1, 0, 1]","[16, 0, 1]","[1, 1, 0, 0, 0]","[-2, 0, 3, -6, -8]","[16, 0, 1]",True,0.0012259483337402344
0.5,0.25,3,5,1.35,17,44,"[1, -1, 0]","[1, 16, 0]","[1, 0, 1, 1, 0]","[-8, -7, 4, 4, -2]","[8, 10, 12]",False,0.002669095993041992
0.5,0.25,3,5,1.35,17,45,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, 0, 1]","[-6, 1, 1, -1, 4]","[16, 1, 0]",True,0.0016400814056396484
0.5,0.25,3,5,1.35,17,46,"[1, -1, 0]","[1, 16, 0]","[1, 0, 0, -1, 0]","[-7, -8, -6, 2, 3]","[1, 16, 0]",True,0.0011320114135742188
0.5,0.25,3,5,1.35,17,47,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, 0, 0]","[-6, -5, 0, 7, 6]","[16, 1, 0]",True,0.000997304916381836
0.5,0.25,3,5,1.35,17,48,"[0, 1, -1]","[0, 1, 16]","[-1, -1, 0, 0, 0]","[-2, 3, -4, 0, 8]","[0, 1, 16]",True,0.001168966293334961
0.5,0.25,3,5,1.35,17,49,"[1, -1, 0]","[1, 16, 0]","[1, 0, 0, 0, 1]","[-6, -7, -2, 1, -5]","[1, 16, 0]",True,0.0012209415435791016
0.5,0.25,3,5,1.35,17,50,"[1, -1, 0]","[1, 16, 0]","[1, 0, 0, 0, -1]","[0, 0, 5, 0, -7]","[1, 16, 0]",True,0.0012238025665283203
0.5,0.25,3,5,1.35,17,51,"[-1, 1, 0]","[16, 1, 0]","[1, 0, 0, 0, 0]","[-7, 0, -2, 2, 7]","[16, 1, 0]",True,0.0013360977172851562
0.5,0.25,3,5,1.35,17,52,"[-1, 0, 1]","[16, 0, 1]","[1, 0, -1, -1, 1]","[5, -1, 9, 7, 3]","[16, 0, 1]",True,0.0011992454528808594
0.5,0.25,3,5,1.35,17,53,"[0, 1, -1]","[0, 1, 16]","[0, 0, 0, 0, 0]","[6, 8, -8, 8, -7]","[0, 1, 16]",True,0.0010688304901123047
0.5,0.25,3,5,1.35,17,54,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, 0, 0]","[0, 7, 2, -6, -1]","[1, 0, 16]",True,0.0013020038604736328
0.5,0.25,3,5,1.35,17,55,"[0, 1, -1]","[0, 1, 16]","[0, 0, -1, 0, -1]","[2, 0, -7, -7, -7]","[0, 1, 16]",True,0.0012319087982177734
0.5,0.25,3,5,1.35,17,56,"[1, 0, -1]","[1, 0, 16]","[-1, 0, 1, -1, 0]","[0, 1, -7, 5, 5]","[1, 0, 16]",True,0.002373933792114258
0.5,0.25,3,5,1.35,17,57,"[0, 1, -1]","[0, 1, 16]","[0, 0, 1, 1, 0]","[-2, 0, 2, -9, 2]","[3, 14, 10]",False,0.0022509098052978516
0.5,0.25,3,5,1.35,17,58,"[1, 0, -1]","[1, 0, 16]","[0, 0, 1, 0, 0]","[-1, -7, 0, -5, -2]","[1, 0, 16]",True,0.0012707710266113281
0.5,0.25,3,5,1.35,17,59,"[0, 1, -1]","[0, 1, 16]","[0, 0, -1, 0, 0]","[-3, -8, 1, -1, 3]","[0, 1, 16]",True,0.0012829303741455078
0.5,0.25,3,5,1.35,17,60,"[-1, 1, 0]","[16, 1, 0]","[0, -1, 0, 0, 0]","[3, -1, 0, 2, -4]","[16, 1, 0]",True,0.0010209083557128906
0.5,0.25,3,5,1.35,17,61,"[0, 1, -1]","[0, 1, 16]","[0, -1, -1, 1, 1]","[-6, -2, -1, 7, -5]","[0, 1, 16]",True,0.001317739486694336
0.5,0.25,3,5,1.35,17,62,"[0, 1, -1]","[0, 1, 16]","[0, -1, 0, 0, -1]","[2, -1, 3, -6, -9]","[2, 4, 15]",False,0.0010466575622558594
0.5,0.25,3,5,1.35,17,63,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 0, 0, 0]","[8, 4, -6, -1, -3]","[16, 0, 1]",True,0.0012359619140625
0.5,0.25,3,5,1.35,17,64,"[0, -1, 1]","[0, 16, 1]","[0, 0, 0, -1, 1]","[-2, -3, 4, 3, -4]","[0, 16, 1]",True,0.001058816909790039
0.5,0.25,3,5,1.35,17,65,"[-1, 0, 1]","[16, 0, 1]","[0, -1, 1, 0, 0]","[8, -2, 0, -6, 8]","[16, 0, 1]",True,0.0012879371643066406
0.5,0.25,3,5,1.35,17,66,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, 0, 0]","[-5, -7, -2, -6, -4]","[1, 0, 16]",True,0.0011692047119140625
0.5,0.25,3,5,1.35,17,67,"[-1, 1, 0]","[16, 1, 0]","[0, -1, 0, 0, 1]","[-6, 5, -5, 1, -9]","[16, 1, 0]",True,0.0013451576232910156
0.5,0.25,3,5,1.35,17,68,"[0, 1, -1]","[0, 1, 16]","[0, 0, 1, 0, 0]","[-1, -6, -5, 1, -6]","[0, 1, 16]",True,0.0009200572967529297
0.5,0.25,3,5,1.35,17,69,"[1, 0, -1]","[1, 0, 16]","[0, 0, 1, 0, -1]","[6, -6, -8, -5, -2]","[1, 0, 16]",True,0.0010619163513183594
0.5,0.25,3,5,1.35,17,70,"[1, 0, -1]","[1, 0, 16]","[-1, 0, 0, -1, 0]","[5, 7, 3, 5, -3]","[1, 0, 16]",True,0.001355886459350586
0.5,0.25,3,5,1.35,17,71,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 0, 0, 1]","[-8, 4, 4, -3, -7]","[16, 0, 1]",True,0.0008568763732910156
0.5,0.25,3,5,1.35,17,72,"[1, -1, 0]","[1, 16, 0]","[1, 0, 0, 0, 0]","[2, -6, 0, 2, -3]","[1, 16, 0]",True,0.0011281967163085938
0.5,0.25,3,5,1.35,17,73,"[1, 0, -1]","[1, 0, 16]","[-1, -1, 0, 0, -1]","[0, 1, 5, 3, 9]","[1, 0, 16]",True,0.0012028217315673828
0.5,0.25,3,5,1.35,17,74,"[0, -1, 1]","[0, 16, 1]","[0, 1, 0, 1, 0]","[8, -1, 7, 0, -2]","[0, 2, 2]",False,0.0029370784759521484
0.5,0.25,3,5,1.35,17,75,"[0, 1, -1]","[0, 1, 16]","[0, 0, -1, 0, 1]","[0, 5, -1, -7, 2]","[0, 1, 16]",True,0.0024869441986083984
0.5,0.25,3,5,1.35,17,76,"[0, 1, -1]","[0, 1, 16]","[0, -1, 0, 0, 0]","[5, -5, -4, -5, 5]","[0, 1, 16]",True,0.0013012886047363281
0.5,0.25,3,5,1.35,17,77,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, 0, 0]","[8, 5, -2, -1, 2]","[1, 0, 16]",True,0.0011320114135742188
0.5,0.25,3,5,1.35,17,78,"[1, -1, 0]","[1, 16, 0]","[0, 0, 0, 0, 0]","[5, -3, 6, -1, -1]","[1, 16, 0]",True,0.00096893310546875
0.5,0.25,3,5,1.35,17,79,"[1, 0, -1]","[1, 0, 16]","[0, 0, -1, -1, 1]","[3, 3, -5, -1, -9]","[1, 0, 16]",True,0.0010690689086914062
0.5,0.25,3,5,1.35,17,80,"[1, -1, 0]","[1, 16, 0]","[0, 0, 0, 0, 0]","[3, 6, -3, 4, 7]","[1, 16, 0]",True,0.0011560916900634766
0.5,0.25,3,5,1.35,17,81,"[1, -1, 0]","[1, 16, 0]","[1, 0, 0, 1, 0]","[-7, -8, -4, -1, -3]","[1, 16, 0]",True,0.0011279582977294922
0.5,0.25,3,5,1.35,17,82,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, -1, -1]","[1, -6, 5, 8, 9]","[1, 0, 16]",True,0.0010900497436523438
0.5,0.25,3,5,1.35,17,83,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 0, 0, 0]","[-3, -7, 0, -1, 6]","[16, 0, 1]",True,0.0011157989501953125
0.5,0.25,3,5,1.35,17,84,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, 0, 0]","[-8, 3, 4, 8, -7]","[1, 0, 16]",True,0.0009200572967529297
0.5,0.25,3,5,1.35,17,85,"[0, -1, 1]","[0, 16, 1]","[0, 0, -1, 1, 1]","[-2, -1, 9, 4, 5]","[0, 16, 1]",True,0.001138925552368164
0.5,0.25,3,5,1.35,17,86,"[1, 0, -1]","[1, 0, 16]","[0, 0, 0, 0, 1]","[-4, -8, 1, -7, -1]","[1, 0, 16]",True,0.0011363029479980469
0.5,0.25,3,5,1.35,17,87,"[0, -1, 1]","[0, 16, 1]","[1, -1, -1, -1, 1]","[-9, 9, -2, 3, 3]","[0, 16, 1]",True,0.0013041496276855469
0.5,0.25,3,5,1.35,17,88,"[-1, 1, 0]","[16, 1, 0]","[0, 0, 0, 0, 0]","[-5, 0, -3, -2, 7]","[16, 1, 0]",True,0.0010333061218261719
0.5,0.25,3,5,1.35,17,89,"[0, 1, -1]","[0, 1, 16]","[0, 1, 1, 0, 1]","[5, 5, 5, 6, -5]","[0, 1, 16]",True,0.0013282299041748047
0.5,0.25,3,5,1.35,17,90,"[0, -1, 1]","[0, 16, 1]","[0, 0, 0, 0, 0]","[-5, 5, 1, -7, 2]","[0, 16, 1]",True,0.0012669563293457031
0.5,0.25,3,5,1.35,17,91,"[0, 1, -1]","[0, 1, 16]","[0, 0, 1, 0, 0]","[-2, 5, -4, 4, 7]","[0, 1, 16]",True,0.0009517669677734375
0.5,0.25,3,5,1.35,17,92,"[1, -1, 0]","[1, 16, 0]","[0, 0, 0, 0, 0]","[-3, -7, 1, 6, 4]","[1, 16, 0]",True,0.0020411014556884766
0.5,0.25,3,5,1.35,17,93,"[-1, 1, 0]","[16, 1, 0]","[1, 1, 0, 0, 0]","[0, -5, 3, 4, -5]","[16, 1, 0]",True,0.0026459693908691406
0.5,0.25,3,5,1.35,17,94,"[0, -1, 1]","[0, 16, 1]","[0, 0, 0, 0, 0]","[-5, 7, 1, 8, -6]","[0, 16, 1]",True,0.0010647773742675781
0.5,0.25,3,5,1.35,17,95,"[0, -1, 1]","[0, 16, 1]","[0, 0, 0, 0, 0]","[8, -5, 1, 3, -7]","[0, 16, 1]",True,0.0013301372528076172
0.5,0.25,3,5,1.35,17,96,"[0, 1, -1]","[0, 1, 16]","[0, 0, 0, 0, 1]","[-1, -6, -7, -8, -3]","[0, 1, 16]",True,0.0011489391326904297
0.5,0.25,3,5,1.35,17,97,"[-1, 0, 1]","[16, 0, 1]","[1, 0, 0, 0, -1]","[-1, 1, 3, -8, -6]","[16, 0, 1]",True,0.0010330677032470703
0.5,0.25,3,5,1.35,17,98,"[1, 0, -1]","[1, 0, 16]","[0, -1, 0, 0, 0]","[-7, -4, 3, -4, -3]","[1, 0, 16]",True,0.001230001449584961
0.5,0.25,3,5,1.35,17,99,"[0, -1, 1]","[0, 16, 1]","[1, 0, 0, 0, 0]","[4, 5, 0, 4, -5]","[0, 16, 1]",True,0.0010519027709960938
0.5,0.25,3,5,1.35,17,100,"[1, -1, 0]","[1, 16, 0]","[1, 0, 0, 0, 0]","[-1, -8, 7, 0, -6]","[1, 16, 0]",True,0.0011200904846191406
0.5,0.25,3,5,1.35,17,101,"[-1, 0, 1]","[16, 0, 1]","[0, 0, 0, -1, 1]","[6, 7, 4, -7, 6]","[16, 0, 1]",True,0.0011658668518066406
0.5,0.25,3,5,1.35,17,102,"[0, 1, -1]","[0, 1, 16]","[-1, 0, 0, 0, 1]","[-7, 7, 4, 3, 2]","[0, 1, 16]",True,0.0014967918395996094
