delta,count,prob,energy,s_hat,secret_success,w_candidate,dist2_true,geometry_improved,matches_exact_state,matches_exact_energy,l1_norm,l0_norm,s_centered,e_hat_centered,secret_ternary_violation,noise_ternary_violation,secret_weight,target_secret_weight,secret_weight_gap,noise_weight,target_noise_weight,noise_weight_gap,noise_l2,lwe_prior_score,classical_sources,candidate_id,source,delta_key,is_selected,is_energy_min,rank_by_energy,rank_by_lwe_prior,rank_by_count
"[0, 0, 0, 0, 0, 0, 0, 0]",0,0.0,3.0,"[8, 11, 10, 13, 11, 11]",False,"[-8, 4, 3, -4, -1, 3, -8, -2]",8,False,False,False,0,0,"[8, -6, -7, -4, -6, -6]","[1, 1, 0, 0, 0, 0, 0, 1]",6,0,6,3,3,3,2,1,3.0,6073.15,"[""greedy_final"", ""greedy_trajectory"", ""zero""]",0,Greedy-traj. candidates,"(0, 0, 0, 0, 0, 0, 0, 0)",True,True,1,1,1
